Field Name,Field ID,Crop,CO2 Total,CO2 Pest,N Fert,Fuel
2_chivers.bottom.right,2_chivers.bottom.right_2011,Other root crops,1710.0156,123,1026.973198,11.256
2_chivers.bottom.right,2_chivers.bottom.right_2012,Winter wheat,2376.570519,49.2,1485.711189,7.504
2_chivers.bottom.right,2_chivers.bottom.right_2013,Other,2642.430275,159.9,1584.435451,11.256
2_clattercote.meadow,2_clattercote.meadow_2009,Winter wheat,1919.98492,16.4,933.9688543,3.752
2_clattercote.meadow,2_clattercote.meadow_2010,Other,1932.881495,205,842.3192536,7.504
2_clattercote.meadow,2_clattercote.meadow_2011,Winter wheat,2034.78492,131.2,933.9688543,3.752
2_clattercote.meadow,2_clattercote.meadow_2012,Other,1814.622586,174.25,798.7132565,7.504
2_clattercote.meadow,2_clattercote.meadow_2013,Winter wheat,2142.950721,143.5,982.179743,7.504
2_clattercote.meadow,2_clattercote.meadow_2014,Winter wheat,2138.866625,45.592,1032.100735,7.504
2_court,2_court_2004,Other,7222.466971,352.6,4663.465367,11.256
2_court,2_court_2005,Winter wheat,10572.2577,344.4,7582.426976,11.256
2_court,2_court_2006,Winter wheat,8539.65644,180.4,5937.092275,7.504
2_court,2_court_2007,Dry Bean,662.6759328,410,241.4199328,11.256
2_court,2_court_2008,Winter wheat,7132.266971,262.4,4663.465367,11.256
2_court,2_court_2009,Other,5721.88286,69.7,3672.799816,3.752
2_court,2_court_2010,Winter wheat,7197.518971,323.9,4663.465367,15.008
2_court,2_court_2011,Grass-clover mix,329.3134358,246,72.05743579,11.256
2_court,2_court_2012,Winter wheat,7255.185971,377.815,4663.465367,18.76
2_court,2_court_2013,Other,504.2694347,246,247.0134347,11.256
2_court,2_court_2014,Winter wheat,7112.114971,246,4663.465367,7.504
2_cow.rd,2_cow.rd_2005,Winter wheat,2382.588824,207.747,1373.333406,11.256
2_cow.rd,2_cow.rd_2006,Winter wheat,2583.191972,312.01,1434.551225,11.256
2_cow.rd,2_cow.rd_2007,Other,1368.440569,63.14,858.7674481,7.504
2_cow.rd,2_cow.rd_2008,Winter wheat,2839.723783,540.38,1450.180454,15.008
2_cow.rd,2_cow.rd_2009,Dry Bean,879.5844387,478.142,386.4344387,15.008
2_cow.rd,2_cow.rd_2010,Winter wheat,2188.166711,84.255,1328.745041,11.256
2_cow.rd,2_cow.rd_2011,Dry Bean,737.7864387,332.592,386.4344387,18.76
2_cow.rd,2_cow.rd_2012,Winter wheat,2265.107629,125.87,1350.900085,11.256
2_cow.rd,2_cow.rd_2013,Other,2314.630519,131.61,1380.873811,7.504
2_cow.rd,2_cow.rd_2014,Winter wheat,2618.781363,254.077,1489.837577,18.76
2_field5,2_field5_2010,Dry Bean,2140.433043,340.3,871.3061804,11.256
2_field5,2_field5_2011,Winter wheat,2048.184557,164.41,919.8253644,11.256
2_field5,2_field5_2012,Winter wheat,2312.54092,397.7,933.9688543,15.008
2_field5,2_field5_2013,Other,1919.88028,120.95,878.2457084,7.504
2_field5,2_field5_2014,Winter wheat,2164.437015,318.365,896.5702786,18.76
2_fifty.acre,2_fifty.acre_2008,Winter wheat,2821.134795,146.37,1701.396729,7.504
2_fifty.acre,2_fifty.acre_2009,Other,3285.771421,134.07,2029.063454,7.504
2_fifty.acre,2_fifty.acre_2010,Winter wheat,2922.403106,139.81,1774.10271,7.504
2_fifty.acre,2_fifty.acre_2011,Dry Bean,520.6284387,126.69,386.4344387,7.504
2_fifty.acre,2_fifty.acre_2012,Winter wheat,3462.292097,217.3,2092.260383,11.256
2_fifty.acre,2_fifty.acre_2013,Other,3125.30617,311.6,1792.683192,11.256
2_fifty.acre,2_fifty.acre_2014,Winter wheat,2810.370957,268.55,1605.490094,18.76
2_front.field,2_front.field_2004,Barley,877.6602017,51.25,379.8770808,7.504
2_front.field,2_front.field_2005,Grass-clover mix,35.7934382,0,32.0414382,3.752
2_front.field,2_front.field_2006,Other,1062.014173,87.125,440.5502281,7.504
2_front.field,2_front.field_2007,Winter wheat,1032.346632,139.4,406.9008906,7.504
2_front.field,2_front.field_2008,Barley,1014.786083,221.4,365.052418,11.256
2_front.field,2_front.field_2009,Other,1012.283632,123,403.8761814,11.256
2_front.field,2_front.field_2010,Winter wheat,1304.408501,155.8,513.2928586,7.504
2_front.field,2_front.field_2011,Dry Bean,441.4758943,328,102.2198943,11.256
2_front.field,2_front.field_2012,Winter wheat,1743.278581,479.7,559.2948615,15.008
2_front.field,2_front.field_2013,Barley,717.3205087,41,321.345212,3.752
2_front.field,2_front.field_2014,Winter wheat,1829.918166,386.63,638.0277488,15.008
2_horsewoods.top,2_horsewoods.top_2004,Oats,999.5600563,0.82,512.0560234,3.752
2_horsewoods.top,2_horsewoods.top_2005,Winter wheat,1217.348104,98.4,566.4097029,3.752
2_horsewoods.top,2_horsewoods.top_2006,Barley,1090.032981,123,497.9101131,3.752
2_horsewoods.top,2_horsewoods.top_2007,Grass-clover mix,49.79939665,0,49.79939665,0
2_horsewoods.top,2_horsewoods.top_2008,Winter wheat,1259.04366,180.4,548.0567148,3.752
2_horsewoods.top,2_horsewoods.top_2009,Winter wheat,1332.323902,16.4,658.0185123,3.752
2_horsewoods.top,2_horsewoods.top_2010,Oats,1066.859444,0,544.4147903,0
2_horsewoods.top,2_horsewoods.top_2011,Grass-clover mix,602.9273043,0,234.1428428,0
2_horsewoods.top,2_horsewoods.top_2012,Winter wheat,1810.650649,41,879.6981157,7.504
2_horsewoods.top,2_horsewoods.top_2013,Spring wheat,1455.779353,114.8,669.9030888,3.752
2_horsewoods.top,2_horsewoods.top_2014,Winter wheat,344.193266,98.4,194.386354,7.504
2_mushroom.field,2_mushroom.field_2004,Grass-clover mix,319.2169267,196.8,114.9129267,7.504
2_mushroom.field,2_mushroom.field_2005,Other,2742.511167,397.7,1481.838672,11.256
2_mushroom.field,2_mushroom.field_2006,Winter wheat,2554.777972,291.1,1434.551225,3.752
2_mushroom.field,2_mushroom.field_2007,Dry Bean,672.7384387,278.8,386.4344387,7.504
2_mushroom.field,2_mushroom.field_2008,Winter wheat,2891.064447,229.6,1692.486672,7.504
2_mushroom.field,2_mushroom.field_2009,Winter wheat,2871.821944,106.6,1764.87384,3.752
2_mushroom.field,2_mushroom.field_2010,Other,2286.835563,229.6,1299.630058,11.256
2_mushroom.field,2_mushroom.field_2011,Winter wheat,2865.154982,213.2,1683.615498,11.256
2_mushroom.field,2_mushroom.field_2012,Winter wheat,3785.353677,479.7,2135.360798,11.256
2_mushroom.field,2_mushroom.field_2013,Grass-clover mix,286.0689267,159.9,114.9129267,11.256
2_mushroom.field,2_mushroom.field_2014,Winter wheat,3792.880863,402.7758,2190.356728,18.76
2_newton.grange.bottom,2_newton.grange.bottom_2004,Barley,2215.902454,30.75,1083.827652,3.752
2_newton.grange.bottom,2_newton.grange.bottom_2005,Other,2181.400454,0,1083.827652,0
2_newton.grange.bottom,2_newton.grange.bottom_2006,Winter wheat,2514.668074,30.75,1250.884535,3.752
2_newton.grange.bottom,2_newton.grange.bottom_2007,Winter wheat,2215.902454,30.75,1083.827652,3.752
2_newton.grange.bottom,2_newton.grange.bottom_2008,Barley,1980.183845,30.75,957.8663227,3.752
2_newton.grange.bottom,2_newton.grange.bottom_2009,Other,2311.904454,123,1083.827652,7.504
2_newton.grange.bottom,2_newton.grange.bottom_2010,Winter wheat,2863.591433,161.95,1373.29807,11.256
2_newton.grange.bottom,2_newton.grange.bottom_2011,Winter wheat,2653.372074,161.95,1250.884535,11.256
2_newton.grange.bottom,2_newton.grange.bottom_2012,Barley,2343.474454,154.57,1083.827652,7.504
2_newton.grange.bottom,2_newton.grange.bottom_2013,Other,2393.904454,205,1083.827652,7.504
2_newton.grange.bottom,2_newton.grange.bottom_2014,Winter wheat,2946.411433,244.77,1373.29807,11.256
2_orchard.field,2_orchard.field_2011,Other,2399.30913,184.5,1228.27019,7.504
2_orchard.field,2_orchard.field_2012,Winter wheat,2088.729744,52.48,1124.345755,7.504
2_orchard.field,2_orchard.field_2013,Other,2193.648805,198.44,1100.865981,7.504
2_orchard.field,2_orchard.field_2014,Winter wheat,2205.019312,71.34,1178.510702,11.256
2_orchard.field,2_orchard.field_2015,Barley,2034.828368,173.02,1021.42562,15.008
2_rosses,2_rosses_2006,Winter wheat,1776.342039,184.5,710.0317968,3.752
2_rosses,2_rosses_2007,Winter wheat,1776.342039,184.5,710.0317968,3.752
2_rosses,2_rosses_2008,Winter wheat,1776.342039,184.5,710.0317968,3.752
2_rosses,2_rosses_2009,Winter wheat,1608.242039,16.4,710.0317968,3.752
2_rosses,2_rosses_2010,Winter wheat,1694.342039,102.5,710.0317968,3.752
2_rosses,2_rosses_2011,Winter wheat,1527.900358,16.4,673.5930286,3.752
2_rosses,2_rosses_2012,Winter wheat,1816.258122,139.4,747.3929681,7.504
2_rosses,2_rosses_2013,Spring wheat,1280.658422,5.125,569.3348284,3.752
2_rosses,2_rosses_2014,Winter wheat,1717.858122,41,747.3929681,7.504
2_sids.and.the.linings,2_sids.and.the.linings_2004,Dry Bean,519.2612917,287,221.0052917,11.256
2_sids.and.the.linings,2_sids.and.the.linings_2005,Winter wheat,1946.116924,246,911.7793799,11.256
2_sids.and.the.linings,2_sids.and.the.linings_2006,Winter wheat,2811.127296,143.5,1470.992669,11.256
2_sids.and.the.linings,2_sids.and.the.linings_2007,Barley,1829.02376,282.9,828.6691669,15.008
2_sids.and.the.linings,2_sids.and.the.linings_2008,Barley,1685.87176,143.5,828.6691669,11.256
2_sids.and.the.linings,2_sids.and.the.linings_2009,Barley,1856.815122,268.55,852.6110722,11.256
2_sids.and.the.linings,2_sids.and.the.linings_2010,Barley,2146.89776,593.27,828.6691669,22.512
2_sids.and.the.linings,2_sids.and.the.linings_2011,Other,1212.350471,180.974,569.8353498,22.512
2_sids.and.the.linings,2_sids.and.the.linings_2012,Winter wheat,3011.430555,231.035,1536.744308,18.76
2_sids.and.the.linings,2_sids.and.the.linings_2013,Other,1372.898748,172.815,650.7368034,22.512
2_sids.and.the.linings,2_sids.and.the.linings_2014,Winter wheat,2193.980185,218.94,1060.022487,15.008
2_thors_manor_3,2_thors_manor_3_2004,Other,2242.675609,260.35,1089.259367,15.008
2_thors_manor_3,2_thors_manor_3_2005,Winter wheat,2616.699996,426.4,1209.427931,15.008
2_thors_manor_3,2_thors_manor_3_2006,Dry Bean,580.6759328,328,241.4199328,11.256
2_thors_manor_3,2_thors_manor_3_2007,Winter wheat,2271.723609,293.15,1089.259367,11.256
2_thors_manor_3,2_thors_manor_3_2008,Other,2177.423609,198.85,1089.259367,11.256
2_thors_manor_3,2_thors_manor_3_2009,Other root crops,1453.897501,307.5,644.7054685,18.76
2_thors_manor_3,2_thors_manor_3_2010,Barley,1899.613737,311.6,874.3111439,11.256
2_thors_manor_3,2_thors_manor_3_2011,Other,2249.173609,270.6,1089.259367,11.256
2_top.end.mill.lane,2_top.end.mill.lane_2005,Other,1409.423946,123,642.3277208,7.504
2_top.end.mill.lane,2_top.end.mill.lane_2006,Winter wheat,1369.016525,41,661.9688432,7.504
2_top.end.mill.lane,2_top.end.mill.lane_2007,Dry Bean,248.0613138,82,162.3093138,3.752
2_top.end.mill.lane,2_top.end.mill.lane_2008,Winter wheat,1514.199519,98.4,702.0969253,11.256
2_top.end.mill.lane,2_top.end.mill.lane_2009,Other,1394.836475,28.7,681.889338,3.752
2_top.end.mill.lane,2_top.end.mill.lane_2010,Winter wheat,1453.047519,41,702.0969253,7.504
2_top.end.mill.lane,2_top.end.mill.lane_2011,Other,1835.453588,377.2,722.5995387,11.256
2_top.end.mill.lane,2_top.end.mill.lane_2012,Winter wheat,1649.788613,62.32,785.960195,11.256
2_top.end.mill.lane,2_top.end.mill.lane_2013,Dry Bean,248.0613138,82,162.3093138,3.752
2_top.end.mill.lane,2_top.end.mill.lane_2014,Winter wheat,1684.138689,16.4,829.8313594,3.752
2_treasures,2_treasures_2004,Winter wheat,1748.6524,205.82,653.5181578,11.256
2_treasures,2_treasures_2005,Barley,1515.872359,430.5,463.2275902,7.504
2_treasures,2_treasures_2006,Other,1654.2284,118.9,653.5181578,3.752
2_treasures,2_treasures_2007,Winter wheat,1651.52926,143.5,640.0281832,7.504
2_treasures,2_treasures_2008,Winter wheat,1672.84926,164.82,640.0281832,7.504
2_treasures,2_treasures_2009,Barley,1085.992109,125.05,413.4322899,7.504
2_treasures,2_treasures_2010,Other,1778.289284,133.25,701.7649654,3.752
2_treasures,2_treasures_2011,Winter wheat,1502.540035,36.9,623.3424145,3.752
2_treasures,2_treasures_2012,Oats,960.0565356,20.91,404.8075905,7.504
2_treasures,2_treasures_2013,Winter wheat,1521.469017,82.8487,610.1318613,7.504
2_treasures,2_treasures_2014,Winter wheat,1889.331522,189.256,722.9554556,11.256
arable,arable_2004,Other root crops,1877.962167,335.79,1017.890387,15.008
arable,arable_2005,Winter wheat,2804.024919,16.4,1818.008853,3.752
arable,arable_2006,Dry Bean,636.6088476,205,424.1048476,7.504
arable,arable_2007,Winter wheat,2476.217232,206.23,1468.478814,11.256
arable,arable_2008,Winter wheat,3083.358919,288.23,1818.008853,11.256
arable,arable_2009,Other,2508.999222,164,1517.149057,11.256
arable,arable_2010,Winter wheat,2240.594947,180.4,1337.07348,7.504
arable,arable_2011,Winter wheat,1808.000017,307.91,993.3694019,15.008
arable,arable_2012,Dry Bean,865.8608476,430.5,424.1048476,11.256
arable,arable_2013,Winter wheat,2535.452604,143.5,1550.293274,7.504
arable,arable_2014,Winter wheat,3037.98768,270.6,1799.048197,11.256
big.boxhedge,big.boxhedge_2008,Grass-clover mix,32.0414382,0,32.0414382,0
big.boxhedge,big.boxhedge_2009,Winter wheat,1689.506122,16.4,747.3929681,3.752
big.boxhedge,big.boxhedge_2010,Dry Bean,157.2218943,51.25,102.2198943,3.752
big.boxhedge,big.boxhedge_2011,Winter wheat,1717.858122,41,747.3929681,7.504
big.gomish,big.gomish_2005,Winter wheat,2371.700896,512.91,921.8217419,15.008
big.gomish,big.gomish_2006,Winter wheat,2099.808896,244.77,921.8217419,11.256
big.gomish,big.gomish_2007,Other,2007.938992,207.46,893.6035852,11.256
big.gomish,big.gomish_2008,Winter wheat,2073.916896,222.63,921.8217419,7.504
big.gomish,big.gomish_2009,Winter wheat,1904.934896,57.4,921.8217419,3.752
big.gomish,big.gomish_2010,Other,2128.478992,328,893.6035852,11.256
big.gomish,big.gomish_2011,Winter wheat,2431.970896,573.18,921.8217419,15.008
big.gomish,big.gomish_2012,Other,2318.432992,510.45,893.6035852,18.76
big.gomish,big.gomish_2013,Winter wheat,2231.766896,380.48,921.8217419,7.504
big.gomish,big.gomish_2014,Winter wheat,2235.990896,377.2,921.8217419,15.008
bilses.hill,bilses.hill_2009,Dry Bean,105.9718943,0,102.2198943,3.752
bilses.hill,bilses.hill_2010,Winter wheat,905.5946323,16.4,406.9008906,3.752
bilses.hill,bilses.hill_2011,Barley,658.0437927,0,315.6010784,0
bilses.hill,bilses.hill_2012,Barley,1369.791142,16.4,603.2896367,3.752
bilses.hill,bilses.hill_2013,Barley,547.3335893,83.23,237.0850289,7.504
bilses.hill,bilses.hill_2014,Barley,1288.289113,20.5,565.9808106,3.752
clay.hill,clay.hill_2004,Winter wheat,1559.978712,5.74,756.4822949,7.504
clay.hill,clay.hill_2005,Other legume,434.2181573,262.4,160.5621573,11.256
clay.hill,clay.hill_2006,Winter wheat,2010.952423,406.31,777.4305493,15.008
clay.hill,clay.hill_2007,Other,1510.858114,125.05,675.8575202,7.504
clay.hill,clay.hill_2008,Winter wheat,1783.524586,139.4,798.7132565,11.256
clay.hill,clay.hill_2009,Other,1724.040712,166.05,756.4822949,11.256
clay.hill,clay.hill_2010,Winter wheat,1948.127499,172.2,864.6618014,11.256
clay.hill,clay.hill_2011,Winter wheat,1870.952495,131.815,842.3192536,18.76
clay.hill,clay.hill_2012,Other,2077.387495,338.25,842.3192536,18.76
clay.hill,clay.hill_2013,Winter wheat,1704.073712,146.083,756.4822949,11.256
clay.hill,clay.hill_2014,Winter wheat,2202.592543,365.515,891.966098,18.76
common.green.end,common.green.end_2005,Winter wheat,1949.331162,195.16,820.9540082,11.256
common.green.end,common.green.end_2006,Other,1817.43153,122.18,795.8801233,3.752
common.green.end,common.green.end_2007,Winter wheat,2418.905162,657.23,820.9540082,18.76
common.green.end,common.green.end_2008,Winter wheat,2002.631162,248.46,820.9540082,11.256
common.green.end,common.green.end_2009,Other,1864.23353,165.23,795.8801233,7.504
common.green.end,common.green.end_2010,Winter wheat,1866.039162,115.62,820.9540082,7.504
common.green.end,common.green.end_2011,Winter wheat,1903.287162,156.62,820.9540082,3.752
common.green.end,common.green.end_2012,Other,1959.82553,257.07,795.8801233,11.256
common.green.end,common.green.end_2013,Winter wheat,2344.285162,582.61,820.9540082,18.76
common.green.end,common.green.end_2014,Winter wheat,2086.271162,332.1,820.9540082,11.256
grimoldbys,grimoldbys_2004,Winter wheat,2709.319493,226.32,1571.733795,11.256
grimoldbys,grimoldbys_2005,Barley,2355.230816,164,1388.445816,3.752
grimoldbys,grimoldbys_2006,Other,2791.645727,188.6,1648.515409,15.008
grimoldbys,grimoldbys_2007,Winter wheat,2741.647493,262.4,1571.733795,7.504
grimoldbys,grimoldbys_2008,Winter wheat,3146.568149,225.5,1868.674842,7.504
grimoldbys,grimoldbys_2009,Winter wheat,3076.505192,16.4,1967.560972,3.752
grimoldbys,grimoldbys_2010,Barley,2426.088519,246.82,1380.873811,3.752
grimoldbys,grimoldbys_2011,Other,2957.55417,147.6,1792.683192,7.504
grimoldbys,grimoldbys_2012,Winter wheat,2973.716795,295.2,1701.396729,11.256
grimoldbys,grimoldbys_2013,Other,3307.982565,229.6,1977.696054,7.504
grimoldbys,grimoldbys_2014,Winter wheat,3176.641139,213.2,1897.876958,7.504
little.great.close,little.great.close_2004,Barley,1400.664398,328,481.251667,7.504
little.great.close,little.great.close_2005,Other,2025.115963,98.4,865.5420728,7.504
little.great.close,little.great.close_2006,Winter wheat,1646.208972,110.7,684.4307686,3.752
little.great.close,little.great.close_2007,Winter wheat,2213.463953,205,907.1391506,3.752
little.great.close,little.great.close_2008,Other,2103.89447,198.85,853.2894535,11.256
little.great.close,little.great.close_2009,Winter wheat,1854.511154,226.525,724.8627473,7.504
little.great.close,little.great.close_2010,Winter wheat,2155.406124,16.4,971.8269535,3.752
little.great.close,little.great.close_2011,Other,2122.607604,209.1,857.362296,11.256
little.great.close,little.great.close_2012,Winter wheat,2105.198263,342.35,785.7281972,11.256
little.great.close,little.great.close_2013,Other,2105.021357,366.95,774.1221644,11.256
little.great.close,little.great.close_2014,Winter wheat,2273.551986,385.4,845.177552,11.256
maizys.laze,maizys.laze_2009,Barley,593.3242712,36.121,273.1109251,7.504
maizys.laze,maizys.laze_2010,Barley,890.0351323,0.8405,406.9008906,3.752
maizys.laze,maizys.laze_2011,Barley,1089.461376,1.6605,487.6075628,7.504
maizys.laze,maizys.laze_2012,Barley,1001.111135,0,452.963025,3.752
maizys.laze,maizys.laze_2013,Grass-clover mix,117.7934382,82,32.0414382,3.752
maizys.laze,maizys.laze_2014,Winter wheat,1456.341018,16.4,641.5463097,3.752
maizys.laze,maizys.laze_2015,Grass-clover mix,32.0414382,0,32.0414382,0
middle.diff.align,middle.diff.align_2005,Winter wheat,1898.258122,221.4,747.3929681,7.504
middle.diff.align,middle.diff.align_2006,Other,1701.051288,166.05,680.8093762,11.256
middle.diff.align,middle.diff.align_2007,Winter wheat,2079.065526,303.4,793.5168773,7.504
middle.diff.align,middle.diff.align_2008,Barley,882.5943979,63.55,376.9015682,7.504
middle.diff.align,middle.diff.align_2009,Other,1897.904096,176.3,766.4354859,11.256
middle.diff.align,middle.diff.align_2010,Winter wheat,1765.004358,246,673.5930286,11.256
middle.lodge,middle.lodge_2004,Winter wheat,2191.837581,4.92,994.0349543,7.504
middle.lodge,middle.lodge_2005,Other,1803.958122,127.1,747.3929681,7.504
middle.lodge,middle.lodge_2006,Winter wheat,1609.900358,98.4,673.5930286,3.752
middle.lodge,middle.lodge_2007,Winter wheat,2106.515953,94.3,907.1391506,7.504
middle.lodge,middle.lodge_2008,Other,2131.367963,200.9,865.5420728,11.256
middle.lodge,middle.lodge_2009,Winter wheat,1841.594039,246,710.0317968,7.504
middle.lodge,middle.lodge_2010,Winter wheat,2068.064022,16.4,928.3877634,3.752
middle.lodge,middle.lodge_2011,Other,2221.567963,291.1,865.5420728,11.256
middle.lodge,middle.lodge_2012,Winter wheat,1851.496039,252.15,710.0317968,11.256
middle.lodge,middle.lodge_2013,Other,1976.546039,377.2,710.0317968,11.256
middle.lodge,middle.lodge_2014,Winter wheat,2482.117581,295.2,994.0349543,7.504
pink.cottage.close,pink.cottage.close_2005,Winter wheat,1964.916263,205.82,785.7281972,7.504
pink.cottage.close,pink.cottage.close_2006,Other,2024.662122,340.3,747.3929681,15.008
pink.cottage.close,pink.cottage.close_2007,Winter wheat,2008.604096,287,766.4354859,11.256
pink.cottage.close,pink.cottage.close_2008,Winter wheat,2069.867963,139.4,865.5420728,11.256
pink.cottage.close,pink.cottage.close_2009,Other,2190.358096,461.25,766.4354859,18.76
pink.cottage.close,pink.cottage.close_2010,Winter wheat,2031.826341,533,662.8338849,15.008
pink.cottage.close,pink.cottage.close_2011,Winter wheat,2250.748263,487.9,785.7281972,11.256
pink.cottage.close,pink.cottage.close_2012,Other,1869.178123,172.2,754.9803865,11.256
pink.cottage.close,pink.cottage.close_2013,Winter wheat,1988.626617,345.015,728.5939196,15.008
pink.cottage.close,pink.cottage.close_2014,Winter wheat,2405.986963,468.015,865.5420728,18.76
rookery.one.and.two,rookery.one.and.two_2006,Winter wheat,1875.095555,159.9,961.342049,7.504
rookery.one.and.two,rookery.one.and.two_2007,Other legume,427.3474773,164,255.8434773,7.504
rookery.one.and.two,rookery.one.and.two_2008,Other root crops,1147.602447,65.6,627.9653265,15.008
rookery.one.and.two,rookery.one.and.two_2009,Winter wheat,1679.280241,16.4,934.730192,3.752
rookery.one.and.two,rookery.one.and.two_2010,Other,2132.191524,114.8,1131.829282,7.504
rookery.one.and.two,rookery.one.and.two_2011,Winter wheat,2230.243524,209.1,1131.829282,11.256
rookery.one.and.two,rookery.one.and.two_2012,Winter wheat,1957.311049,143.5,1016.054632,7.504
rookery.one.and.two,rookery.one.and.two_2013,Other root crops,1246.002447,164,627.9653265,15.008
slade,slade_2004,Winter wheat,1768.334423,167.444,777.4305493,11.256
slade,slade_2005,Winter wheat,2396.326625,299.3,1032.100735,11.256
slade,slade_2006,Other legume,442.4181573,270.6,160.5621573,11.256
slade,slade_2007,Winter wheat,2102.976586,455.1,798.7132565,15.008
slade,slade_2008,Winter wheat,1907.878586,256.25,798.7132565,18.76
slade,slade_2009,Other legume,291.0661573,123,160.5621573,7.504
slade,slade_2010,Winter wheat,1763.372586,123,798.7132565,7.504
slade,slade_2011,Winter wheat,1882.527499,106.6,864.6618014,11.256
slade,slade_2012,Other,1738.390712,180.4,756.4822949,11.256
slade,slade_2013,Winter wheat,1844.642712,282.9,756.4822949,15.008
slade,slade_2014,Winter wheat,2602.268454,398.356,1083.827652,22.512
stones,stones_2004,Other,2840.118795,157.85,1701.396729,15.008
stones,stones_2005,Winter wheat,2600.881737,181.22,1530.347496,11.256
stones,stones_2006,Other legume,480.0384387,86.1,386.4344387,7.504
stones,stones_2007,Spring wheat,2125.752069,190.65,1228.903475,3.752
stones,stones_2008,Other,2801.516795,123,1701.396729,11.256
stones,stones_2009,Winter wheat,2551.209737,135.3,1530.347496,7.504
stones,stones_2010,Other,2796.513737,373.1,1530.347496,15.008
stones,stones_2011,Winter wheat,2723.885867,180.4,1614.020713,7.504
stones,stones_2012,Winter wheat,3319.50537,295.2,1937.428024,11.256
stones,stones_2013,Other,3127.15337,106.6,1937.428024,7.504
stones,stones_2014,Winter wheat,2887.964795,213.2,1701.396729,7.504
